Index,comments,cleanliness,location,luxury,family_friendly
5761,Sonja is a great host!<br/>The house boat is beautiful and in a great location. Everything you need is inside and Sonja even left us some food and drinks for breakfast and a bottle of wine<br/>Would love to stay here again,,,,
5762,What a beautiful place to stay during a trip to Amsterdam. Very quiet and peaceful but still a quick walk to shops/restaurants. We will definitely be back!,,,,
5763,The Tasmania is an amazing vessel in a great location with an impressive modern interior - the hosts were really accommodating and friendly and I would very much like to have stayed longer!,,,,
5764,Everything was according to our expections and they were high! We spent magicals moments on this houseboat. We had everything for our comfort and intimity. We strongly reccommend this studio. Spectacular it is really! Thank for sharing your dream with us!,,,,
5765,Sonja's boat house is unique and well worth to experience especially you are one person or couples. Location is easy to find based on the guide and in the walking distance from the central station and you can take the train from airport and the walk to the house easily. There are welcome wine and some food in the refrigerator. Highly recommended to experience.,,,,
5766,Great place!,,,,
5767,Sonja is great generiois hospitable host<br/>She gave us advices before even reaching amsterdam<br/>We have found full fridge full of food and drinks<br/>The bathroom is five star with luxeriois soups gels foams and towels<br/><br/>The boat is quit and beatiful<br/><br/>We will stay again <br/><br/>Regards,,,,
5768,Accommodating and flexible hosts especially with our spontaneous visit and arrival/departure times. <br/>The attention to detail in the room was thoughtful and welcoming.<br/>You are in a secluded area yet easy to walk to the sights. Bikes were readily available. <br/>It was so different from a room able to enjoy the sunrise and sunset from the deck of the boat. <br/>Lovely time and a revisit is definitely on the todo list !!!! <br/>If undecided do it it's great!!!,,,,
5769,We were able to check in early and had an incredible stay. Really nice living area and shower. Champagne and bread upon arrival were a really nice touch.,,,,
5770,Es war einfach wunderbar! Amsterdam und das Hausboot erleben zu dürfen.,,,,
5771,"This was above expectations. Very clean with welcoming wine and food! Highly recommended if you have a special celebration. Close to all amenities and public transport, which is important if you are unable to cycle. Loads of information provided, on Netherlands as well as local maps. Would highly recommend!!!!",,,,
5772,"Awesome place to stay in Amsterdam!! Would absolutely stay here again!  So fun to be on the boat! It is a little tricky getting maneuvering up/down the boat so make sure you're comfortable with that. The restaurant that was suggested, Restaurant Bak, right next door was amazing!! Can't recommend this place enough!  They even left us amazing food/snacks for our trip!",,,,
5773,"Traumhafte Unterkunft, nette Gastgeber und eine wunderschöne Stadt. Wir kommen auf jeden Fall noch einmal!",,,,
5774,"Thanks to staying on the beautiful, modern boat, my business trip experience was unique and more than great. The place has all the necessery facilities, it was clean and quiet for work/rest after a long day. I highly recommend it for leisure and business travellers.",,,,
5775,"Sonja's houseboat is incredible! The pictures dont do its justice. The room is very cozy, clean and modern. Sonja was such a superhost, she was extremely accomdating and even provided us with food and drinks! Literally 15 mins away from centraal amsterdam and bus stop is right around the corner. This is a must stay in amsterdam! Such a wonderful way to experience dutch life!",,,,
5776,Sonja’s house boat is amazing!!! We were blown away on the accommodations she provided and the elegance of the boat. Even better than the pictures she posted. It definitely made our trip! We felt like a true local and the use of the bikes were clutch! If you are thinking about staying in Amsterdam this is definitley the way to go!,,,,
5777,"Amazing house boat! Perfect for a couple. The bikes are included and made it super easy to get around Amsterdam. The boat is also an easy walk to the bus or tram stops. Sonja is so thoughtful to leave wine, bread, cheese, grapes, and coffee. Wonderful stay, highly recommend!",,,,
5778,"The boat is in a great location close to City, bus and tram routes. It has fantastic amenities (fridge, microwave, kettle toaster etc) so you could be self contained. It is a great experience to be on  a boat overlooking the docklands of Amsterdam, the bikes were a bonus too!",,,,
5779,Great boat. Great spot. Easy to get around and pretty close to transit. Well worth it!,,,,
5780,Simply the best Air Bnb experience so far! We‘ll come back!,,,,
5781,"Un séjour atypique sur une péniche idéalement aménagée. Sonja avait préparé plein de petites attentions vraiment très agréables. Nous n'avons rencontré aucun désagrément, tout était parfait.",,,,
5782,"If you want an amazing experience of Amsterdam this really ticks all the boxes. From huge variety’s of coffee, to traditional breakfast and the use of bikes to get around on not to mention an encredible boat, it has all and more! Ideally located on the edge of Amsterdam making for a quiet nights sleep but an easy trip on the bikes to the centre (10mins max). You’re really looked after from the moment you sign up. 10 out of 10. We’ll definitely be back !!!!!!",,,,
5783,"The Tasmania is an unbelievably cozy, relaxing retreat after long days of exploring Amsterdam. We immediately felt at home, thanks in part to a thoughtfully stocked fridge including delicious bread, cheese, and bubbles! Coming and going was very convenient and private, whether by bus or Uber. A highlight was taking the bikes on the ferry to Amsterdam-Noord, where we visited the EYE Film Institute and Café ONS – a perfect afternoon. Such a unique and ideal Airbnb experience!",,,,
5784,"This place is incredible and Sonja & Michael were so nice! The boat is very clean & modern, and the heated floors were a nice touch with the cold November weather. The place is not far from Amsterdam Centraal, but should you take a taxi or Uber, know that you can be dropped off on the main street and then take one of several alleys straight back to the pier b/c our driver didn’t know.",,,,
5785,"After already a wonderful first stay on Sonja´s houseboat we decided to come back to Amsterdam for a relaxing weekend in Amsterdam during the festival of lights this winter. You have everything you need from coffee in the morning to a clean bathroom, a very comfortable bed with seeing the sky above you though the window when you wake up and just a great location. Only a 20minute walk until you reach the Prinsengracht. Tasty locations to eat you can have in 5-10 minutes walk. And the best is just this boat after a long day out with its relaxing atmosphere. Highly recommended!",,,,
5786,"Fantastic! Lovely hosts. Very clean and thoughtfully presented. Lots of lovely extra touches (flowers, breakfast, tea, coffee and prosecco in the fridge), a great base to explore Amsterdam and wonderful experience. Super comfy bed, nice hot shower and peaceful area.",,,,
5787,A fabulous and unique way to stay in Amsterdam! The studio is stylish and has a mini kitchen and 10 mins walk to Haarlemstraat. A great neighbourhood vibe with cafes and restaurants nearby. Don't miss Worst charcuterie nearby. Love Amsterdam! Can't wait to go back! Sonja was friendly and gave us great travel tips as well. Thank you!,,,,
5788,Sejour merveilleux ce bateau est un petit bijoux la déco est magnifique.A seulement 10 minutes en vélo du centre ville.L'accueil est top avec plein de petite attention (pain frais-confiture maison-jus d'orange...)Je recommande cet endroi.,,,,
5789,"Buiten was het erg koud, maar binnen merkte je daar niets van. Een goede vloerverwarming, een volle koelkast en een heerlijk warm bed met uitzicht op de televisie. En 's ochtends zagen we de reflecties van het water op het plafond. Heel sprookjesachtig!<br/><br/>Sonja, bedankt voor de hartelijke ontvangst!<br/><br/>Peter en Servane",,,,
5790,"Amazing place to stay, such a different experience of airbnb! So cosy and very homely, was nice to come back to in the cold and windy evenings! Thankyou Sonja!",,,,
5791,"I decided to take my 13 year old son away for the weekend to Amsterdam.<br/>The main reason for our stay was to visit Anne Frank Huis, which was an emotional time but so thought provoking.<br/>I was looking for a place to stay when I came across this spectacular house boat, I messaged Sonja through Airb&b & got a very speedy response!<br/>Sonja messaged me all the information I required which helped me with my planning & itinerary for the whole weekend. <br/>I worried a little about not speaking any Dutch, however there was no need as Sonja’s response was in excellent English!<br/>We arrived late on the Friday night & Sonja gave us a very warm welcome, along with soft drinks & milk in the fridge, a fresh loaf of bread for breakfast the next morning & even fresh tulips in the studio!<br/>Having the coffee machine was also perfect & just what was needed after our flight.<br/>The studio was warm & welcoming with clean white bedding & clean towels in the bathroom! <br/>We used the 2 bicycles provided to get around the city, which were an absolute bonus, we used these everyday.<br/>We had an amazing experience staying on Tasmania & look forward to returning in the summer.<br/>I would highly recommend booking Tasmania, as you can see we had absolutely no complaints & had the most memorable times.",,,,
5792,"Purtroppo nei giorni del nostro soggiorno il nostro host era fuori Amsterdam, quindi non lo abbiamo potuto conoscere personalmente. L'accoglienza, curata da un'amica dell'host, é stata comunque perfetta: puntuale, molto cordiale e attenta a presentare bene l'appartamento e fornirci utili informazioni per la nostra visita ad Amsterdam. L'host ci ha poi contattato piú volte per e-mail per sapere se era tutto ok.<br/>La posizione dell'appartamento é ottima, a <br/>5-6 minuti dalla stazione centrale (quindi molto comoda per eventuali escursioni fuori cittá) e pochi di piú per Il centro cittá. Nei nostri 5 giorni di soggiorno ci siamo sempre spostati a piedi. La zona dove si trova l'appartamento è tra le piú belle di tutta la cittá. Le foto sono molto fedeli, la casa é ampia, accogliente, pulita e perfettamente attrezzata. L'unico punto critico è rappresentato dalle scale ripidissime (si tratta però di una caratteristica tipica di moltissime abitazioni del centro storico di Amsterdam), che rendono piuttosto scomodo lo spostamento dei bagagli e possono rappresentare un impedimento grave per persone con problemi di deambulazione). <br/><br/>",,,,
5793,We were a party of 5 (2 adults and 3children aged 10-13). House was clean upon arrival and perfectly situated for exploring Amsterdam. The hosts were extremely welcoming and had great suggestions tailored to our group. We hope to return!,,,,
5794,"My family of five really enjoyed our stay in this apt.  The location was very good, only about a 15 minute walk from the station and close to shops and restaurants.  The apt was very clean, modern, and well equipped, beds comfortable.  Joanna and MP were great hosts - very friendly and willing to answer questions as well as provide recommendations.",,,,
5795,Très bel appartement dans un quartier idéalement placé. Très bon accueil et serviabilité de l'hôte. Impeccable pour un séjour d'un bon nombre de voyageurs.,,,,
5796,"Rien à redire, c’était parfait, calme et à deux pas du centre.",,,,
5797,"Sonja, eine super nette Gastgeberin, hat uns einen unvergesslichen Aufenthalt auf ihrem Hausboot, der Inbegriff für Amsterdam, neben der Vielzahl an Museen, den Kanälen und den Grachtenhäuser, dem Bier und natürlich auch dem Rotlichtviertel, ermöglicht. Es war wunderbar. Der Kühlschrank war befüllt mit Bier, Sekt, Käse, Yoghurt und Brot war vorhanden. Das Zimmer war sauber und sogar mit frischen Blumen dekoriert. Für die kalten Nächte hat uns Sonja  sogar eine zusätzliche Heizung zur Verfügung gestellt. Es hat uns an nichts gefehlt. <br/><br/>Kleiner Tipp für jene die mit dem Auto anreisen: Nutzt das Park&Ride Angebot: super einfach und für 4 Euro für 4 Tage echt günstig (liest euch aber erst den Flyer durch, wie ihr genau vorgehen musst um den vergünstigen Tarif zu erhalten (Website hidden by Airbnb) Gratis parken könnt ihr auf der Nordseite (ist aber oftmals überfüllt) und mit der kostenlosen Fähre schippert ihr dann nach Amsterdam.",,,,
5798,"Absolutely amazing host, went above and beyond to make sure our stay was extra special. The Tasmania is beautiful, spotlessly clean and has everything you need to feel right at home, it exceeded any expectations I had. Loved the free use of the bikes during our stay it allowed us to see so much of the city. Would recommend 100%. <br/>Great hosts, but at the same time the room felt so private and was lovely and quiet in a relaxed part of the city. <br/>Can’t wait to return!",,,,
5799,"Thank you Sonja for a lovely 2 night stay. We visited Amsterdam as a present for my partner’s birthday, so I wanted it to be extra special - staying on a boat ticked that box! The space is so unique and I’m so glad we chose it over a hotel. Sonja left us a great choice of snacks and breakfast items and the coffee machine was well-used! She also gave us loads of tips for things to see in the city and the use of the bikes is a nice additional touch (although the weather was amazing so we walked everywhere). It’s about 15 minutes walk from the train station and easy to find, there’s a bus that stops nearby as well if needed. Thank you for a lovely stay 😊",,,,
5800,"Le séjour s’est très bien passé, bateau très bien équipé et situé, je recommande!",,,,
5801,great place!,,,,
5802,Der Aufenthalt war sehr angenehm. Alles war ausgezeichnet von Kommunikation bis Sauberkeit. So einen Aufenthalt wünscht man sich überall :),,,,
5803,"The boat is very cozy and beatiful. It was a unique experience to stay there. The bed was very comfortable, place was clean and bathroom was very nice. Towels, shampoo, conditioner and shower gel and even bathrobes were provided too. We also got welcome wine 🥰",,,,
5804,I would recomment this to everyone!,,,,
5805,Peter is simply the Best 💪🏼💪🏼💪🏼,,,,
5806,"Dieses Boot ist einen Aufenthalt auf jeden Fall wert, sehr ruhig gelegen und doch mitten in der Innenstadt.<br/>Gegenüber des Boots ist ein kleiner Park, der die Atmosphäre sehr positiv bereichert. Man hat das Gefühl mitten in der Stadt und mitten in der Natur zu sein.<br/>Der Ablauf mit den Gastgebern lief reibungslos und sehr freundlich.<br/>Kaffe, Tee, Mikrowelle, Kühlschrank usw. stehen kostenlos zur Verfügung. <br/><br/>Ich würde immer wieder hier buchen und übernachten, tolle Erfahrung! 😊",,,,
5807,Die Unterkunft ist klein aber großartig. Es war meine erste Hausboot Übernachtung und ich kann es jedem empfehlen. Super Lage zur Stadt und eine super schöne Umgebung. Ich würde immer wieder kommen und dort schlafen.,,,,
5808,Gewoon doen altijd goed !,,,,
5809,Wat een mooie plek !! Heel dicht bij het centrum maar toch rustig met een heerlijk parkje tegenover de boot waar toch genoeg te zien valt.<br/>De boot was keurig schoon en alles wat je nodig hebt voor een prettig verblijf is er te vinden. Wij komen zeker nog eens terug.,,,,
5810,.,,,,
5811,Amazing! Perfect location and unique experience :),,,,
5812,very nice boat small fine and well equipped for a weekend in amsterdam. Peter is a very personable and friendly host who always has a good tip.,,,,
5813,"A lovely, unique place to spend some time in Amsterdam. The treats waiting for us were much appreciated!",,,,
5814,Peter and Jeroen were very nice. Easy-going and kind. Also the boat was super cute and very clean. Would definitely recommend!,,,,
5815,"Top locatie, heerlijk plekje! Bijzonder om is op een boot te slapen. Peter reageert snel op je berichten en houdt zich netjes aan de afspreken. Echt heel fijn. Zou deze plek zeker aanraden.",,,,
5816,"Top locatie, heerlijk rustig en zoveel te doen in de buurt. Echt een aanrader.",,,,
5817,Wir hatten einen wunderschönen Aufenthalt auf einem sehr idyllisch gelegenem Hausboot und können alle positiven Bewertungen nur bestätigen.<br/>Danke für die schöne Zeit.,,,,
5818,"Ganz wundervolle Unterkunft sehr nette, lockere Gastgeber, top Kommunikation und sehr nette und ruhige Atmosphäre. Definitiv zu empfehlen!",,,,
5819,schickes tolle Unterkunft für 2. Zentrale Lage und trotzdem total ruhig.<br/>sehr nette Gastgeber,,,,
5820,"Alles war super! Das Boot ist sehr gemütlich und bietet alles, was man für einen Aufenthalt braucht. Kommen gerne wieder!<br/>Danke",,,,
5821,"We had great time on Peter's place. Everything was perfect and the view on  the terrace was perfect with the park in front and the boats passing by, also the flowers and lamps and the purity of the place.",,,,
5822,"Een echte aanrader om te overnachten op deze unieke locatie! Sfeervol, gastvrij en dichtbij het centrum.",,,,
5823,Weiter zu empfehlen,,,,
5824,Eine wirklich außergewöhnliche Unterkunft! Super schön in einer wundervollen Umgebung. <br/>Das nächste Mal bleiben wir auf jeden Fall länger!<br/>Danke Peter!,,,,
5825,Great stay and perfect Location!!,,,,
5826,"État de propreté irréprochable et conforme à la description, très calme",,,,
5827,"A very nice place to stay ! It is well-located, very cozy and clean, and Peter is always available to help if necessary.",,,,
5828,"Alles bestens! <br/>Sehr gute Lage, netter Host und super Unterkunft! <br/>Kann ich nur empfehlen.",,,,
5829,"Very nice place, well situated !",,,,
5830,"Tolle Lage, originelle Unterkunft, unkomplizierter und sehr freundlicher Kontakt.",,,,
5831,"Peter’s place is absolutely amazing, cannot recommend enough! If you want a unique Amsterdam experience Peter’s boat is perfect. Very clean, cozy, a wonderful terrace with views, and everything you could need for an amazing stay in Amsterdam.",,,,
5832,"Very nice , we had a lovely time ! I recommend !!",,,,
5833,Un séjour inoubliable... Tout est parfait et très propre. Péniche très bien situé,,,,
5834,"wir waren eine Woche auf diesem fantastischen , mit viel Liebe eingerichteten Hausboot . Peter und sein Partner sind sehr nett und aufmerksam ! Es gab einen Begrüssungskorb und Kaffee war auch immer genug da. <br/>In das Hausboot und unsere Unterkunft haben wir uns richtig verliebt! Es ist alles vorhanden was man für einen schönen Urlaub benötigt .<br/>Die Lage ist perfekt . Mitten in der Natur und doch ist man schnell im Zentrum . Die nächste Tram ist nur ca. 3 Minuten entfernt . Man kann aber auch alles schnell zu Fuß erreichen ! Und es gibt viele Restaurants und alles was man benötigt , direkt „um die Ecke“. Es hat uns zu 100% gefallen und wir werden es ganz bestimmt nochmals buchen ! Nochmals Danke an die netten Gastgeber , wir haben uns bei euch „zu Hause“ gefühlt !",,,,
5835,Lovely stay.,,,,
5836,Perfect gesitueerd in een rustig gedeelte van de stad. Heel centraal en een gunstige loopafstand naar oa de Kalverstraat en de Dam. Ook Carré en Opera mooi dichtbij.,,,,
5837,"Well located, perfect for having a drink outside or on the boat. Peter is an irreproachable host !!",,,,
5838,.,,,,
5839,Lovely apartment in great location. Hosts welcoming and very helpful. Amsterdam is great ,,,,
5840,Joanna是非常贴心的房东，可以提前帮我们寄存行李，按要求准备好床铺，还在家里准备好了一切你需要的用品，并提供很多游览咨询。公寓的位置非常好，离火车站很近，去景点很方便。唯一不便之处是房子的楼梯很陡，上下搬行李不方便！,,,,
5841,"Unieke superleuke ervaring op een toplocatie! Genoten van een wijntje op ons priveterrasje. Gastvrije host, rustige omgeving, maar toch in het centrum. Leuke zaakjes op loopafstand. Echt een aanrader.",,,,
5842,"Very lovely place! Exactly like on the pictures, cute and sweet place to rest. The area around is quiet and green and also his red kitty comes by to say hello :). Just a few minutes to walk to the center. Perfect stay, we‘ll definitely come back on our next trip to Amsterdam :)",,,,
5843,"Was soll man dazu sagen? Kleine feine Unterkunft bei zwei sehr sympathischen Menschen auf einem alten zum Wohnboot umgebauten Kutter. Idealer Liegeort genau gegenüber vom botanischen Garten. Erholen, prima, Zentru (Hidden by Airbnb) ähe, nah genug und doch etwas entfernt. Einfach perfekt. Wir wollten gar nicht mehr weg.",,,,
5844,"Absolut schöne erfahrung , vorbehaltlos zu Empfehlen!!!",,,,
5845,"Description exacte .<br/>Propriétaire a l'écoute , tres gentil, et discret . <br/>On se sent comme chez nous. <br/>Calme, et reposant . <br/>Je conseil fortement",,,,
5846,Endroit magnifique emplacement magnifique calme propre accueil chaleureux belle expérience simplement a recommander <br/>Merci Mr Peter pour ce beau séjour <br/>Simplement à recommander ☺️,,,,
5847,Als Highlight unseres Urlaubes eine tolle und saubere Unterkunft mit allem was man zur Erholung braucht.,,,,
5848,It is a cosy boat with everything you need on board. We enjoyed our stay and the views of the canal.,,,,
5849,"Séjour inoubliable chez Peter, la péniche est idéalement placée dans un environnement très sympa et calme. L'intérieur est fonctionnel et très confortable",,,,
5850,Perfect place. If you want to have something very typical stay here!,,,,
5851,zeer goede locatie en uitvalsbasis om Amsterdam te bezoeken,,,,
5852,Un très bon lieu pour pas cher.<br/>Je le recommande,,,,
5853,"Der Aufenthalt auf dem Hausboot von Peter war traumhaft schön. Das Boot bietet Platz für zwei Personen und enthält alles, was man braucht. Die Lage ist super, so dass man in 30 Min zu Fuß den Hauptbahnhof und in 15 Min den Rembrandtplein erreichen kann. Ein perfekter Ort für einen wunderschönen Städtetrip. Peter war sehr freundlich und unkompliziert und antwortete stets innerhalb kurzer Zeit auf etwaige Anfragen. Absolut zu empfehlen!",,,,
5854,Nous avons beaucoup apprécié ce type d hébergement original idéalement situé dans la ville. Fonctionnalité ; décoration cocoon ; gentillesse des hôtes.  Tout était parfait pour passé un très agréable sejour,,,,
5855,"Le bateau de Peter est parfaitement situé dans un quartier calme, et très proche du centre ville ! Les petites attentions et le charme du logement ont suffit à nous faire passer un excellent week-end.",,,,
5856,Très chouette endroit,,,,
5857,Our stay on the Boat was wonderful. So cosy and with beautiful lights on the captain's deck. The hosts were very friendly and decent and the cat as well. <br/>We would love to come back!,,,,
5858,"How can I start? This boat house is a dream! It was the best decision to spend here our last night in Amsterdam. Everything was very clean. The bed is super comfortable and warm. They also provided us with Teas, hot chocolate and a nice basket with Stoppwaffel! A wonderful experience that we would recommend everybody.<br/>Thank you Peter and husband! You were very kind to us! <br/>Hope to see you soon again!",,,,
5859,"Ein tolles Hausboot mitten in Amsterdam, das liebevoll und gemütlich eingerichtet ist. Die Zeit auf Peters Hausboot kann man einfach nur genießen.",,,,
5860,"Very nice, great feeling and lovely hosts. Sadly the kitchen is not usable :(",,,,
5861,Für uns war es das erste mal auf einem Hausboot zu übernachten. Es hat uns sehr gut gefallen. Das Boot war sehr sauber und mit allen Dingen die benötigt wurden liebevoll ausgestattet. Wir haben gut geschlafen. Die la ge ist ausgezeichnet. Etwas mehr als 10 Minuten Fußweg und man ist direkt im Zentrum von Amsterdam. Um die Ecke gab es mehrere tolle Lokalitäten. Ganz klare Empfehlung.,,,,
5862,"In einem Hausboot zu übernachten, passt perfekt zu einer Reise nach Amsterdam! Es war gemütlich, grade weil ein Boot auch eher klein ist. Aber man hat ein Bad, Licht und eine kleine Küche mit Wasserkocher und Kühlschrank.<br/>Man ist zu Fuß in ca. 15 Minuten in der Innenstadt.<br/><br/>Uns hat es gut gefallen und ich kann Peters Unterkunft absolut empfehlen!<br/>Danke! :-)",,,,
5863,Really friendly host! Great location and a special experiance. We were looked after very well. Champagne and bicylces were spectacular! Thanks!,,,,
5864,Great location and host; the bikes were really useful for getting around the city and the studio was a lovely space to come back to at the end of a day out,,,,
5865,Just an incredible place. By far one of the best Airbnb spots I’ve ever stayed. Can’t recommend this highly enough. Sonja is a brilliant host and the boat is spectacular. We’ll definitely be returning for our next visit to Amsterdam.,,,,
5866,Clean and big apartment in great neighbourhood. Host was very helpfull. Could stay here again!  ,,,,
5867,The host spent time with us when we arrived.,,,,
5868,"Our stay at the Multatuli residence was amazing. Joanna and MP were indeed super hosts, offering tips and recommendations to help us immerse in the Amsterdam culture. The location is great for sightseeing, as many attractions are nearby or have direct public transport connections. The apartment is beautifully decorated and the ambiance of the neighbourhood gives you a true local's experience. The kitchen is fully equipped, so having breakfast before setting out to explore is not a problem. We travelled in a group of 6 and found the Multatuli apartment to be the perfect choice for visiting Amsterdam with friends. We stayed only a couple of days, but wished we could have prolonged our trip a little longer. Thank you, Joanna and MP, for all the support and a great experience!",,,,
5869,"We had a great stay at Joanna's apartment. She met us when we arrived and gave us good tips about the city. The apartment was very nice, clean and spacious! Thank you so much for a great stay!",,,,
5870,"We've been in Amsterdam with the family for 5 days and we had a great time in Joannas Apartment!!! Joanna was very nice, everything was very clean, the kitchen equipment was perfect and we loved the location! We really felt at home there! I would definitely book it again ;-)",,,,
5871,"Magnifique maison dans le plus beau quartier de la ville.<br/>Joanna nous a reçu avec beaucoup de gentillesse (et parle un excellent français !)<br/>Sur ces conseils, nous avons testé le restaurant BelHamel situé à 2 pas, ce fut un excellent choix.<br/><br/>Je recommande cette location sans hésitation et espère pouvoir y revenir bientôt",,,,
5872,"We loved the apartment and the opportunity to enjoy an authentic Amsterdam experience. Joanna provided fantastic tips of things to do, see and eat. The apartment was well appointed and stocked, and extremely clean. Location was brilliant.",,,,
5873,"We have just returned from a wonderful long weekend in Amsterdam, staying in the Multatuli Apartment. Our host Joanna went out of her way to ensure that everything was just right for our arrival, and during our stay. The apartment is stunning, extremely well located, very comfortable and well equipped. It was great to experience staying in a Dutch city apartment, with wonderful big windows and very steep stairs, in a vibrant street and be able to feel that we had experienced a bit of the true life of Amsterdam.  We spent our days exploring this wonderful and city, and in the evenings, with Joanna's advice, we ate at some really delicious and unusual restaurants. I would highly recommend staying in this stunning apartment.",,,,
5874,"In my opinion Sonja’s space is gorgeous. It’s no surprise that it has been featured in several magazines. There were some beautiful flowers in the room when we arrived. We really appreciated the kitchen area and Sonja provided us with some breakfast things. There is a supermarket a 10 minute walk away. You can take a short bus ride to Central Station or even walk it in about 15 minutes. There is also a tram that heads south and Sonja has two bikes she will lend you. She helpfully provides guide books and umbrellas, as well as a booklet full of information. I contacted her several times on the visit and she got back to me right away. On our last night we could hear a concert going on at a local wharf since it was Easter Saturday. It didn’t bother us as we have noise canceling headphones. If it’s the kind of thing that bothers you then you should inquire about the concert schedule. The rest of the time the boat was really peaceful. I would definitely go back to Sonja’s. Staying at the Tasmania made our trip feel very special.",,,,
5875,"Die Lage von dem Hausboot,die Liebe zum Detail besonders in der Ausstattung  war bemerkenswert.",,,,
5876,Geweldig !  Goede tips om Amsterdam te beleven,,,,
5877,A fantastic and authentic homebase while in Amsterdam. Place was awesome and all the little touches were great. The 3 Tram is right around the corner but you could easily walk to all tourist or non tourist destinations. I would stay here again in a heartbeat.,,,,
5878,Great!,,,,
5879,The stay was wonderful and the boat is bigger and prettier in person. The bikes are key as they are great to drive into center city and then park and walk. Strongly recommend for a really cool experience.,,,,
5880,"This houseboat on the canal was an excellent alternative to a hotel.  It was spacious, clean, comfortable, and within walking distance of Central Station.  The host was friendly and helpful and she had nice amenities waiting for us.",,,,
5881,Super schöne Unterkunft! Tolle Gastfreundschaft!,,,,
5882,"Clean, quiet, scenic location, 25 minute walk (with luggage) from Amsterdam Centraal Station (we're in our 50s). Also 20-25 minute stroll to Jordaan area, Anne Frank house, and another 15-20 minutes from there to Rembrandt House Museum. <br/>So, all of Amsterdam is available on foot (or via one of the 2 bicycles Sonja offered, but which we didn't work up the nerve to use), along with a peaceful nights sleep, while staying on Tasmania. <br/>Clear directions, prompt replies, and a binder with local tips on food and sights, as well as hints that boats make different sounds than hotels which was amusing, but useful for boat newbies.<br/>Would happily stay again.",,,,
5883,"We had an exceptional time and staying there made our time in AMS truly one of a kind. Thoughtful touches like being very receptive over email and updating us with an earlier than expected check in time, being flexible with the checkout process, and having food on arrival were just the icing on the cake. The place was very clean and we couldn't wait to go home so that we could spend more time on the boat! Watching the sunset over the river was very special. The bikes were also a game changer and allowed us to fully explore the city efficiently. This place is an absolute must-book, don't hesitate!",,,,
5884,Amazing house boat. A very special experience in the heart of Amsterdam.,,,,
5885,Idéal pour visiter Amsterdam,,,,
5886,"We had the best experience staying on the Tasmania. The space was beautiful and in a good location. The special touches of fresh flowers, snacks and champagne were much appreciated! Amsterdam is magnificent and was only enhanced by staying with you. We will definitely be back! ",,,,
5887,Eine tolle Erfahrung auf einem Hausboot zu wohnen! Danke für diese Erfahrung. Wir hatten eine tolle Zeit!,,,,
5888,"This place is amazing. If you want a unique air bnb experience, look no further. This was a beautiful boat that is just outside the Amsterdam city center. It's a quick 7 min taxi or bike ( which are provided for free) to city center. And there's many other placed close by to see. Ferry is only 2-3 min away as well. <br/>I received a bottle of wine, grapes and stroopwaffles when I arrived. Communication was great before I arrived. I used the bikes to ride (get lost) all over the city. Why get a boring room when you can stay on a boat?<br/><br/>Highly recommend place to stay. ",,,,
5889,Great location very peaceful and easy to catch a tram into the city.,,,,
5890,"Sonja is a welcoming host, with many special touches to the stay. 2 bikes for use were fun, a lovely breakfast for the first morning, coffee machine (for the jet lag!), soap and shampoo, and those wonderful Stroopwafels! Thank you! ",,,,
5891,Great place to stay - I highly recommend the houseboat. The hosts were lovely! Frequent trams which take you to the centre. ,,,,
5892,"You absolutely cannot go wrong with Sonja's place! Everything about our stay was just lovely. We had plenty of space, and Sonja made it feel like home. We also loved the location. Amsterdam is a fantastic city, but feels very busy in many areas. It was great to experience the city during the day and come back to a quiet, cozy space at night. I would recommend this listing to anyone!",,,,
5893,"THIS IS THE ONLY PLACE TO STAY WHILE IN AMSTERDAM. Sonja was an extremely gracious host and the place is beautiful. The pictures online do not it justice. The place was clean, spacious, and great location. I hope to stay here again!!",,,,
5894,船屋住宿条件很好，不像住在船上，设施很全，房东也准备了很多吃的，水果，酒。晚上沙发躺在甲板上很棒！,,,,
5895,"Unser Aufenthalt auf der Tasmania war perfekt :-)  Sonja ist eine tolle Gastgeberin, die einem sofort das Gefühl vermittelt, dass man herzlich willkommen ist. Im Kühlschrank warteten einige leckere Überraschungen auf uns, es standen Blumen auf dem Tisch und es war alles blitzsauber. Kurzum: ein Platz zum Wohlfühlen. Darüber hinaus ist die Tasmania ein perfekter Ausgangspunkt, um Amsterdam zu erkunden. Man ist sehr zentral, hat aber trotzdem seine Ruhe in der tollen kleinen Hafenanlage. Vielen Dank, Sonja. Wir kommen gern wieder :-)",,,,
5896,"Beautiful boat, two bicycles and a kind host. Take a swim and try Pllek nearby :-)",,,,
5897,"Sonja’s boat is fantastic. A wonderful host, amazing room and she even left us wine, bread and breakfast items. <br/><br/>The boat is on the edge of the city centre. But so easy to get into town on the bikes she provides or via the tram round the corner. <br/><br/>Highly recommended and would stay again no problem. ",,,,
5898,This boat is wonderful alternative for a hotel room and it was special feature on our amsterdamtrip. <br/>The greeting was very nice and Sonja give us many great tips for our trip. Another nice thing was that she provided us two bikes.,,,,
5899,Exceptional hospitality. Great communication. Lovely space. Could not have asked for a better experience.   ,,,,
